school_id,school_name,postal_code,selected_candidate_url,domain,schools_sharing_selected_url,scope,identity_status,candidate_urls,normalization_errors 
CENTRE:ST0304,PCF Sparkletots Preschool @ Jurong Central Blk 465 (KN),640465,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0305,PCF Sparkletots Preschool @ Jurong Central Blk 490 (KN),640490,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0204,PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING - GEK POH  BLK 515 (EY),640515,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0308,PCF Sparkletots Preschool @ Jurong Spring-Gek Poh Blk 750 (DS),640750,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0107,PCF Sparkletots Preschool @ Jurong Spring-Gek Poh Blk 528 (DS),640528,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0168,PCF Sparkletots Preschool @ Jalan Kayu Blk 469B (EY),792469,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0200,PCF Sparkletots Preschool @ Jalan Kayu Blk 443 (EY),790443,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0197,PCF Sparkletots Preschool @ Jalan Kayu Blk 436D (EY),794436,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0270,PCF Sparkletots Preschool @ Hougang Blk 328 (DS),530328,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0003,PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 184 (CC),460184,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0041,PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 115 (CC),460115,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0056,PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 108 (CC),460108,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0199,PCF SPARKLETOTS PRESCHOOL @ CLEMENTI BLK 462A (EY),121462,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0383,PCF Sparkletots Preschool @ Clementi Blk 445 (EY),120445,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0212,PCF Sparkletots Preschool @ Clementi Blk 330 (DS),120330,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0138,PCF SPARKLETOTS PRESCHOOL @ CLEMENTI BLK 420A (CC),121420,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:RC0750,7oaks Preschool - Pasir Ris St. 51,510557,https://7oaks.sg/,7oaks.sg,2,shared_operator_page_candidate,not_verified,https://7oaks.sg/,
CENTRE:ST0206,PCF Sparkletots Preschool @ Sengkang West Blk 351 (EY),540351,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0198,PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST BLK 303A (EY),541303,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0363,PCF Sparkletots Preschool @ Sengkang West Blk 330A (DS),541330,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0284,PCF Sparkletots Preschool @ Sengkang North Blk 292B (KN),542292,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0095,PCF SPARKLETOTS PRESCHOOL @ SERANGOON BLK 141 (CC),550141,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0285,PCF Sparkletots Preschool @ Serangoon Blk 125 (CC),550125,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0360,PCF Sparkletots Preschool @ Punggol West Blk 271A (KN),821271,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0365,PCF Sparkletots Preschool @ Punggol West Blk 308B (DS),822308,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0189,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL WEST BLK 222 (CC),820222,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0391,PCF Sparkletots Preschool @ Buangkok-Fernvale South Blk 402 (EY),790402,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0364,PCF Sparkletots Preschool @ Buangkok-Fernvale South Blk 416A (DS),791416,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0046,PCF SPARKLETOTS PRESCHOOL @ PAYA LEBAR BLK 221 (CC),530221,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0397,PCF Sparkletots Preschool @ Punggol North Blk 410A (EY),821410,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0394,PCF Sparkletots Preschool @ Punggol North Blk 402 (EY),820402,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0196,PCF Sparkletots Preschool @ Punggol North Blk 326 (CC),820326,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0283,PCF Sparkletots Preschool @ Sengkang Central Blk 277B (EY),542277,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0045,PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL BLK 270 (CC),540270,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0279,PCF Sparkletots Preschool @ Sengkang East Blk 143 (KN),540143,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0368,PCF Sparkletots Preschool @ Punggol Coast Blk 676B (DS),822676,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0114,PCF Sparkletots Preschool @ Punggol Coast Blk 303A (DS),821303,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0384,PCF Sparkletots Preschool @ Jalan Kayu Blk 455 (CC),790455,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:PT6940,SUNFLOWER CHILDCARE & DEVELOPMENT CENTRE PTE LTD,469627,https://www.sunflowerkid.com/,www.sunflowerkid.com,26,shared_operator_page_candidate,not_verified,https://www.sunflowerkid.com/,
CENTRE:ST0386,PCF Sparkletots Preschool @ Brickland Blk 810 (CC),680810,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0119,PCF SPARKLETOTS PRESCHOOL @ KAKI BUKIT BLK 525 (CC),460525,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:PT9176,MAPLE BEAR EDUCARE PTE. LTD.,238879,,,0,unavailable,unavailable,,
CENTRE:PT9711,Raffles Montessori Kindergarten (Aljunied),388375,https://www.rafflesmontessorikindergarten.com/,www.rafflesmontessorikindergarten.com,1,school_specific_candidate,not_verified,https://www.rafflesmontessorikindergarten.com/,
CENTRE:PT9156,Little Footprints Preschool Pte Ltd,824107,https://www.littlefootprints.edu.sg/,www.littlefootprints.edu.sg,37,shared_operator_page_candidate,not_verified,https://www.littlefootprints.edu.sg/,
CENTRE:PT9114,ETONHOUSE BILINGUAL PRE-SCHOOL PTE. LTD.,588184,,,0,unavailable,unavailable,,
CENTRE:PT9797,RH Positive Montessori Kindergarten (Grandeur Park),465466,https://www.rhpmedu.com/,www.rhpmedu.com,3,shared_operator_page_candidate,not_verified,https://www.rhpmedu.com/,
CENTRE:PT9715,RH Positive Montessori Kindergarten (Bukit Timah),289758,https://www.rhpmedu.com/,www.rhpmedu.com,3,shared_operator_page_candidate,not_verified,https://www.rhpmedu.com/,
CENTRE:SK0028,Skool4Kidz Preschool,822655,https://skool4kidz.com.sg/,skool4kidz.com.sg,28,shared_operator_page_candidate,not_verified,https://skool4kidz.com.sg/,
CENTRE:PT9202,NOBLELAND ARTS N LEARNING PLACE @WATERWAY PTE. LTD.,821665,https://www.nobleland.sg/,www.nobleland.sg,5,shared_operator_page_candidate,not_verified,https://www.nobleland.sg/,
CENTRE:PT9895,THE ORANGE ACADEMY (TAMPINES) PTE LTD,529536,,,0,unavailable,unavailable,,
CENTRE:PT8959,GREENFIELD MONTESSORI CHILDCARE PTE LTD,683688,,,0,unavailable,unavailable,,
CENTRE:PT7180,RAINBOW CHILDCARE PTE LTD,640221,https://www.rainbow.sg/,www.rainbow.sg,1,school_specific_candidate,not_verified,https://www.rainbow.sg/,
CENTRE:SK0014,Skool4Kidz Preschool,544618,https://skool4kidz.com.sg/,skool4kidz.com.sg,28,shared_operator_page_candidate,not_verified,https://skool4kidz.com.sg/,
CENTRE:SK0012,Skool4Kidz Preschool,821314,https://skool4kidz.com.sg/,skool4kidz.com.sg,28,shared_operator_page_candidate,not_verified,https://skool4kidz.com.sg/,
CENTRE:SK0011,Skool4Kidz Preschool,760512,https://skool4kidz.com.sg/,skool4kidz.com.sg,28,shared_operator_page_candidate,not_verified,https://skool4kidz.com.sg/,
CENTRE:SK0038,SKOOL4KIDZ PRESCHOOL,311401,,,0,unavailable,unavailable,,
CENTRE:SK0036,SKOOL4KIDZ PRESCHOOL,760482,,,0,unavailable,unavailable,,
CENTRE:RC1742,7oaks Preschool - Bedok Reservoir,470709,https://www.7oaks.sg/,www.7oaks.sg,2,shared_operator_page_candidate,not_verified,https://www.7oaks.sg/,
CENTRE:RC1786,SUPER TALENT CHILDCARE LTD,370093,,,0,unavailable,unavailable,,
CENTRE:RC1783,SUPER TALENT CHILDCARE LTD,164018,,,0,unavailable,unavailable,,
CENTRE:RC1782,SUPER TALENT CHILDCARE LTD,560218,,,0,unavailable,unavailable,,
CENTRE:PT8761,CARPE DIEM YOUNG JOY PTE. LTD.,670445,https://www.carpediem.com.sg/,www.carpediem.com.sg,15,shared_operator_page_candidate,not_verified,https://www.carpediem.com.sg/,
CENTRE:PT8597,MAPLEBEAR GRANDSTAND PTE LTD,597071,https://www.maplebear.sg/,www.maplebear.sg,8,shared_operator_page_candidate,not_verified,https://www.maplebear.sg/,
CENTRE:PT9747,MapleBear Jubilee Pte Ltd,128583,,,0,unavailable,unavailable,,
CENTRE:PT9374,STAR LEARNERS @ UBI PTE LTD,400315,https://starlearners.com.sg/our-centres/ubi,starlearners.com.sg,1,school_specific_candidate,not_verified,https://starlearners.com.sg/our-centres/ubi,
CENTRE:PT9910,NOBLELAND ARTS N LEARNING PLACE @WOODLEIGH PTE LTD,367803,https://www.nobleland.sg/,www.nobleland.sg,5,shared_operator_page_candidate,not_verified,https://www.nobleland.sg/,
CENTRE:PT8989,IMAN CHILDCARE (JURONG) PTE. LTD.,610399,https://www.iman.edu.sg/centres,www.iman.edu.sg,7,shared_operator_page_candidate,not_verified,https://www.iman.edu.sg/centres,
CENTRE:PT4140,BRIGHT KIDS @ JURONG WEST PTE LTD,640641,https://www.brightkids.com.sg/,www.brightkids.com.sg,5,shared_operator_page_candidate,not_verified,https://www.brightkids.com.sg/,
CENTRE:PT9716,Hess Preschool Katong Pte. Ltd.,428751,https://www.hesspreschool.sg/,www.hesspreschool.sg,1,school_specific_candidate,not_verified,https://www.hesspreschool.sg/,
CENTRE:PT9487,MAPLEBEAR DISCOVERY LAND PTE. LTD.,578527,,,0,unavailable,unavailable,,
CENTRE:PT8858,SUNFLOWER PRESCHOOL @ PUNGGOL FIELD WALK PTE. LTD.,824128,https://www.sunflowerkid.com/,www.sunflowerkid.com,26,shared_operator_page_candidate,not_verified,https://www.sunflowerkid.com/,
CENTRE:PT8072,YASMINE @ FRANKEL EARLY LEARNING CENTRE,461038,https://yasmineelc.com/,yasmineelc.com,1,school_specific_candidate,not_verified,https://yasmineelc.com/,
CENTRE:PT8793,SHAWS CDLC @ KATONG PRIVATE LIMITED,439738,https://www.shaws.com.sg/,www.shaws.com.sg,4,shared_operator_page_candidate,not_verified,https://www.shaws.com.sg/,
CENTRE:ST0221,PCF Sparkletots Preschool @ Moulmein-Cairnhill Blk 10 (DS),210010,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:RC0830,JAMIYAH CHILD CARE CENTRE,560124,https://jccc.jamiyah.org.sg/,jccc.jamiyah.org.sg,1,school_specific_candidate,not_verified,https://jccc.jamiyah.org.sg/,
CENTRE:PT9503,IMAN CHILDCARE (TAMPINES) PTE LTD,521136,https://www.iman.edu.sg/centres,www.iman.edu.sg,7,shared_operator_page_candidate,not_verified,https://www.iman.edu.sg/centres,
CENTRE:PT9866,Adventure Tree Preschool Holland,279050,https://www.adventuretree.com.sg/,www.adventuretree.com.sg,3,shared_operator_page_candidate,not_verified,https://www.adventuretree.com.sg/,
CENTRE:KM0018,MOE KINDERGARTEN @ WATERWAY,828802,https://www.waterwaypri.moe.edu.sg/moe-kindergarten-waterway,www.waterwaypri.moe.edu.sg,1,school_specific_candidate,not_verified,https://www.waterwaypri.moe.edu.sg/moe-kindergarten-waterway,
CENTRE:PT9638,MFC KINDERGARTEN,307970,https://www.montessori.edu.sg/,www.montessori.edu.sg,2,shared_operator_page_candidate,not_verified,https://www.montessori.edu.sg/,
CENTRE:PT9868,Raffles House @ Adam Pte Ltd,289892,,,0,unavailable,unavailable,,
CENTRE:PT9477,HOUSE ON THE HILL PTE. LTD.,259887,,,0,unavailable,unavailable,,
CENTRE:PT9313,Nordic Preschool Pte Ltd,348475,https://nordicpreschool.sg/,nordicpreschool.sg,1,school_specific_candidate,not_verified,https://nordicpreschool.sg/,
CENTRE:PT9755,MAPLEBEAR ALPHA,117684,https://www.maplebear.sg/,www.maplebear.sg,8,shared_operator_page_candidate,not_verified,https://www.maplebear.sg/,
CENTRE:NT0430,MY FIRST SKOOL,751507,https://www.myfirstskool.com/wel-lifesg,www.myfirstskool.com,1,school_specific_candidate,not_verified,https://www.myfirstskool.com/wel-lifesg,
CENTRE:PT9465,Learning Vision Ng Teng Fong General Hospital,609606,,,0,unavailable,unavailable,,
CENTRE:PT9775,Faith Methodist Preschool,149604,https://methodistpreschools.org/,methodistpreschools.org,4,shared_operator_page_candidate,not_verified,https://methodistpreschools.org/,
CENTRE:PT9024,Little Footprints Preschool Group Pte Ltd,570140,https://www.littlefootprints.edu.sg/,www.littlefootprints.edu.sg,37,shared_operator_page_candidate,not_verified,https://www.littlefootprints.edu.sg/,
CENTRE:PT9015,Little Footprints Preschool Group Pte Ltd,760865,https://www.littlefootprints.edu.sg/,www.littlefootprints.edu.sg,37,shared_operator_page_candidate,not_verified,https://www.littlefootprints.edu.sg/,
CENTRE:RC1825,Little Seeds Preschool,149454,https://www.littleseeds.edu.sg/,www.littleseeds.edu.sg,15,shared_operator_page_candidate,not_verified,https://www.littleseeds.edu.sg/,
CENTRE:ST0255,PCF Sparkletots Preschool @ Pasir Ris West Blk 738 (EY),510738,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0379,PCF Sparkletots Preschool @ Toa Payoh East Blk 261A (EY),311261,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0023,PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 78B (CC),143078,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0176,PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 53A (CC),143053,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0174,PCF Sparkletots Preschool @ Brickland Blk 807C (CC),683807,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:ST0014,PCF SPARKLETOTS PRESCHOOL @ ADMIRALTY BLK 585 (CC),730585,https://www.pcf.org.sg/sparkletots,www.pcf.org.sg,333,shared_operator_page_candidate,not_verified,https://www.pcf.org.sg/sparkletots,
CENTRE:RC1803,Little Shepherds' Schoolhouse@Church of the Holy Trinity,529455,https://littleshepherdsschoolhouse.edu.sg/,littleshepherdsschoolhouse.edu.sg,5,shared_operator_page_candidate,not_verified,https://littleshepherdsschoolhouse.edu.sg/,
CENTRE:PT9134,MLC (PASIR RIS) PTE. LTD,510735,https://www.mylittlecampus.com.sg/,www.mylittlecampus.com.sg,2,shared_operator_page_candidate,not_verified,https://www.mylittlecampus.com.sg/,
CENTRE:RC1716,GLOBAL CHILD DEVELOPMENT CENTRE,730620,https://gcdc.jamiyah.org.sg/,gcdc.jamiyah.org.sg,1,school_specific_candidate,not_verified,https://gcdc.jamiyah.org.sg/,
CENTRE:PT9033,Genius Gems Childcare @ Changi,508668,https://www.geniusgems.com.sg/,www.geniusgems.com.sg,1,school_specific_candidate,not_verified,https://www.geniusgems.com.sg/,
CENTRE:NT0515,MY FIRST SKOOL,570153,https://www.myfirstskool.com/bs3-lifesg,www.myfirstskool.com,1,school_specific_candidate,not_verified,https://www.myfirstskool.com/bs3-lifesg,
CENTRE:PT9845,Little Paddington Preschool Stirling Pte Ltd,148960,,,0,unavailable,unavailable,,
CENTRE:PT9281,Zee Learning Cove,127375,https://aaytozee.com.sg/,aaytozee.com.sg,3,shared_operator_page_candidate,not_verified,https://aaytozee.com.sg/,
CENTRE:PT9529,STAR LEARNERS @ ONE-NORTH PTE LTD,139940,https://starlearners.com.sg/our-centres/one-north,starlearners.com.sg,1,school_specific_candidate,not_verified,https://starlearners.com.sg/our-centres/one-north,
CENTRE:RC1912,7oaks Preschool - Kallang,382115,,,0,unavailable,unavailable,,
CENTRE:RC1886,Little Seeds Preschool,429740,https://www.littleseeds.edu.sg/,www.littleseeds.edu.sg,15,shared_operator_page_candidate,not_verified,https://www.littleseeds.edu.sg/,
CENTRE:RC0490,HATCH Preschools @ Bukit Batok 225,650225,https://hatchpreschools.org/,hatchpreschools.org,5,shared_operator_page_candidate,not_verified,https://hatchpreschools.org/,
CENTRE:RC0570,HATCH by TOUCH Preschools @Hougang 606,530606,https://hatchpreschools.org/,hatchpreschools.org,5,shared_operator_page_candidate,not_verified,https://hatchpreschools.org/,
CENTRE:RC1140,HATCH by TOUCH Preschools @Woodlands 171,730171,https://hatchpreschools.org/,hatchpreschools.org,5,shared_operator_page_candidate,not_verified,https://hatchpreschools.org/,
CENTRE:RC1630,HATCH by TOUCH Preschools @ Zhenghua 510,670510,https://hatchpreschools.org/,hatchpreschools.org,5,shared_operator_page_candidate,not_verified,https://hatchpreschools.org/,
CENTRE:PT9502,STAR LEARNERS @ BUKIT MERAH PTE. LTD.,160134,https://starlearners.com.sg/our-centres/bukit-merah,starlearners.com.sg,1,school_specific_candidate,not_verified,https://starlearners.com.sg/our-centres/bukit-merah,
CENTRE:RC1824,Little Seeds Preschool,359338,,,0,unavailable,unavailable,,
CENTRE:RC1897,Little Seeds Preschool,347592,https://www.littleseeds.edu.sg/,www.littleseeds.edu.sg,15,shared_operator_page_candidate,not_verified,https://www.littleseeds.edu.sg/,
CENTRE:RC0430,Little Seeds Preschool,350105,https://www.littleseeds.edu.sg/,www.littleseeds.edu.sg,15,shared_operator_page_candidate,not_verified,https://www.littleseeds.edu.sg/,
CENTRE:PT8803,Changemakers Academy Explorer,159919,https://www.littleskoolhouse.com/,www.littleskoolhouse.com,15,shared_operator_page_candidate,not_verified,https://www.littleskoolhouse.com/,
CENTRE:RC1896,Little Seeds Preschool,98717,https://www.littleseeds.edu.sg/,www.littleseeds.edu.sg,15,shared_operator_page_candidate,not_verified,https://www.littleseeds.edu.sg/,
CENTRE:PT9323,STAR LEARNERS @ SIGLAP PTE. LTD.,459509,https://starlearners.com.sg/our-centres/siglap,starlearners.com.sg,1,school_specific_candidate,not_verified,https://starlearners.com.sg/our-centres/siglap,
CENTRE:PT9052,MY LITTLE GEMS PRIVATE LIMITED,419500,https://www.my-littlegems.com/,www.my-littlegems.com,1,school_specific_candidate,not_verified,https://www.my-littlegems.com/,
CENTRE:RC0610,Little Seeds Preschool,760662,https://www.littleseeds.edu.sg/,www.littleseeds.edu.sg,15,shared_operator_page_candidate,not_verified,https://www.littleseeds.edu.sg/,
CENTRE:RC1900,Little Seeds Preschool,560610,https://www.littleseeds.edu.sg/,www.littleseeds.edu.sg,15,shared_operator_page_candidate,not_verified,https://www.littleseeds.edu.sg/,
CENTRE:PT9439,Kensington Preschool@Downtown East,519599,https://www.kensington.edu.sg/,www.kensington.edu.sg,2,shared_operator_page_candidate,not_verified,https://www.kensington.edu.sg/,
CENTRE:PT9034,Lillipods NorthStar,569880,https://www.lillipodspreschool.sg/,www.lillipodspreschool.sg,2,shared_operator_page_candidate,not_verified,https://www.lillipodspreschool.sg/,
CENTRE:EB0018,E-Bridge Pre-School Pte Ltd,544709,https://info.e-bridge.edu.sg/registration-of-interest,info.e-bridge.edu.sg,23,shared_operator_page_candidate,not_verified,https://info.e-bridge.edu.sg/registration-of-interest,
CENTRE:PT9025,LEARNINGWELL PRESCHOOL @ TECK WHYE PTE. LTD.,680151,https://learningwell-edu.com/,learningwell-edu.com,2,shared_operator_page_candidate,not_verified,https://learningwell-edu.com/,
CENTRE:PT8904,CARPE DIEM STARLETS 2 PTE. LTD.,680120,https://www.carpediem.com.sg/,www.carpediem.com.sg,15,shared_operator_page_candidate,not_verified,https://www.carpediem.com.sg/,
CENTRE:PT8617,CHERIE HEARTS KIDZ CAMPUS PTE. LTD.,510625,,,0,unavailable,unavailable,,
CENTRE:PT9670,Sunflower Preschool @ West Terra Pte Ltd,652451,https://www.sunflowerkid.com/,www.sunflowerkid.com,26,shared_operator_page_candidate,not_verified,https://www.sunflowerkid.com/,
CENTRE:RC1733,7oaks Preschool - International Business Park,609921,https://www.ppis.sg/,www.ppis.sg,3,shared_operator_page_candidate,not_verified,https://www.ppis.sg/,
CENTRE:PT8896,SHAWS CDLC @ MOUNTBATTEN PTE. LTD.,437130,https://www.shaws.com.sg/,www.shaws.com.sg,4,shared_operator_page_candidate,not_verified,https://www.shaws.com.sg/,
CENTRE:PT9401,SHAWS CDLC @LORONG CHUAN PTE. LTD,568346,,,0,unavailable,unavailable,,
CENTRE:PT9802,Little Paddington Preschool and Infant Care Kent Ridge,118257,https://www.littlepaddington.com/,www.littlepaddington.com,4,shared_operator_page_candidate,not_verified,https://www.littlepaddington.com/,
CENTRE:PT9783,Little Paddington Preschool Bartley,367984,https://www.littlepaddington.com/,www.littlepaddington.com,4,shared_operator_page_candidate,not_verified,https://www.littlepaddington.com/,
CENTRE:PT9945,Mulberry Learning Centre @ Lentor Pte.Ltd.,788887,,,0,unavailable,unavailable,,
CENTRE:PT9400,Kensington Preschool @ West Coast,129040,https://www.kensington.edu.sg/,www.kensington.edu.sg,2,shared_operator_page_candidate,not_verified,https://www.kensington.edu.sg/,
CENTRE:PT9371,KINGDOM EDUCATION PTE. LTD.,596152,https://www.mylittlekingdom.com.sg/,www.mylittlekingdom.com.sg,1,school_specific_candidate,not_verified,https://www.mylittlekingdom.com.sg/,
CENTRE:NT0582,MY FIRST SKOOL,530997,https://www.myfirstskool.com/bkc01-lifesg,www.myfirstskool.com,1,school_specific_candidate,not_verified,https://www.myfirstskool.com/bkc01-lifesg,
CENTRE:PT8905,CARPE DIEM STARLETS 1 PTE. LTD.,680110,https://www.carpediem.com.sg/,www.carpediem.com.sg,15,shared_operator_page_candidate,not_verified,https://www.carpediem.com.sg/,
CENTRE:PT9799,Adventure Tree Preschool Braddell,359826,,,0,unavailable,unavailable,,
CENTRE:PT8525,CARPE DIEM KINDERACE PTE. LTD.,650626,,,0,unavailable,unavailable,,
CENTRE:PT9847,Chicky & Olive International Preschool,556552,http://www.chickyolive.com/,www.chickyolive.com,2,shared_operator_page_candidate,not_verified,http://www.chickyolive.com/,
CENTRE:PT0215,ROSYTH CHILD CARE CENTRE,557783,https://www.facebook.com/rosyth.childcarecentre,www.facebook.com,1,social_page_candidate,not_verified,https://www.facebook.com/rosyth.childcarecentre,
CENTRE:PT9917,MapleBear Novena,309458,,,0,unavailable,unavailable,,
CENTRE:PT8950,Nest Preschool Hillview Pte. Ltd.,668693,https://nestpreschool.sg/,nestpreschool.sg,4,shared_operator_page_candidate,not_verified,https://nestpreschool.sg/,
CENTRE:PT9395,Brilliant Beans Preschool Macpherson,367904,,,0,unavailable,unavailable,,
CENTRE:PT8509,CARPE DIEM MI SCHOOLHOUSE PTE. LTD.,530954,https://carpediem.com.sg/,carpediem.com.sg,4,shared_operator_page_candidate,not_verified,https://carpediem.com.sg/,
