centre_code,centre_name,license_issue_date,license_tenure
ST0204,PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING - GEK POH  BLK 515 (EY),2026-01-01,36
ST0111,PCF Sparkletots Preschool @ Jurong Spring-Gek Poh Blk 275A (CC),2024-01-02,36
ST0313,PCF Sparkletots Preschool @ Jurong Spring-Gek Poh Blk 276D (KN),2025-04-28,36
ST0080,PCF Sparkletots Preschool @ Jurong Spring-Gek Poh Blk 455 (CC),2024-04-26,36
ST0107,PCF Sparkletots Preschool @ Jurong Spring-Gek Poh Blk 528 (DS),2024-10-01,36
ST0308,PCF Sparkletots Preschool @ Jurong Spring-Gek Poh Blk 750 (DS),2025-12-03,36
ST0245,PCF Sparkletots Preschool @ Kaki Bukit Blk 519 (KN),2024-12-13,36
ST0119,PCF SPARKLETOTS PRESCHOOL @ KAKI BUKIT BLK 525 (CC),2024-03-28,36
ST0007,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 131 (CC),2024-05-09,36
ST0243,PCF Sparkletots Preschool @ Kampong Chai Chee Blk 135 (KN),2024-11-11,36
ST0104,PCF Sparkletots Preschool @ Kampong Chai Chee Blk 32 (CC),2025-07-23,36
ST0183,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 409 (EY),2026-02-01,36
ST0075,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 424 (CC),2024-07-01,36
ST0251,PCF Sparkletots Preschool @ Kampong Chai Chee Blk 775 (CC),2025-01-15,24
ST0220,PCF Sparkletots Preschool @ Kampong Glam Blk 462 (DS),2023-10-24,36
ST0329,PCF Sparkletots Preschool @ Keat Hong Blk 295 (DS),2024-10-24,36
ST0059,PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 353 (CC),2026-06-22,36
ST0330,PCF Sparkletots Preschool @ Keat Hong Blk 411 (DS),2024-08-20,36
ST0086,PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 435 (CC),2025-01-03,36
ST0029,PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 448 (CC),2024-10-01,36
ST0173,PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 484 (CC),2025-01-03,36
ST0002,PCF SPARKLETOTS PRESCHOOL @ KEBUN BARU BLK 109 (CC),2025-01-02,36
ST0055,PCF SPARKLETOTS PRESCHOOL @ KEBUN BARU BLK 172 (CC),2025-07-21,36
ST0177,PCF Sparkletots Preschool @ Kebun Baru Blk 260B (CC),2025-07-01,36
ST0238,PCF Sparkletots Preschool @ Kembangan Blk 116 (DS),2025-01-06,36
ST0237,PCF Sparkletots Preschool @ Kembangan Blk 326 (DS),2024-11-11,36
ST0054,PCF Sparkletots Preschool @ Kembangan Blk 412 (CC),2024-11-03,36
ST0381,PCF Sparkletots Preschool @ Kolam Ayer Blk 26B (EY),2024-10-18,36
ST0098,PCF SPARKLETOTS PRESCHOOL @ KOLAM AYER BLK 39 (EY),2025-04-16,36
ST0385,PCF Sparkletots Preschool @ Kolam Ayer Blk 52 (CC),2026-02-15,36
ST0399,PCF Sparkletots Preschool @ Kreta Ayer-Kim Seng Blk 21 (CC),2025-04-15,24
ST0070,PCF SPARKLETOTS PRESCHOOL @ KRETA AYER-KIM SENG BLK 79 (EY),2025-12-08,36
ST0170,PCF Sparkletots Preschool @ Kreta Ayer-Kim Seng Blk 8 (DS),2025-01-03,36
ST0205,PCF SPARKLETOTS PRESCHOOL @ LIMBANG BLK 543 (DS),2024-01-01,36
ST0083,PCF SPARKLETOTS PRESCHOOL @ LIMBANG Blk 567 (CC),2024-10-03,36
ST0180,PCF SPARKLETOTS PRESCHOOL @ LIMBANG BLK 786 (DS),2025-12-14,36
ST0416,PCF Sparkletots Preschool @ MacPherson Blk 100 (CC),2026-07-15,12
ST0232,PCF Sparkletots Preschool @ Macpherson Blk 31 (KN),2024-11-08,36
ST0187,PCF SPARKLETOTS PRESCHOOL @ MACPHERSON BLK 54 (CC),2026-05-01,36
ST0240,PCF Sparkletots Preschool @ Marine Parade Blk 46 (DS),2025-01-15,36
ST0169,PCF SPARKLETOTS PRESCHOOL @ MARSILING (CC),2024-09-26,36
ST0121,PCF SPARKLETOTS PRESCHOOL @ MARSILING BLK 12 (CC),2023-10-17,36
ST0334,PCF Sparkletots Preschool @ Marsiling Blk 32 (DS),2026-06-15,24
ST0296,PCF Sparkletots Preschool @ Marymount Blk 231 (DS),2024-07-01,36
ST0131,PCF Sparkletots Preschool @ Marymount Blk 257 (CC),2025-01-03,36
ST0373,PCF Sparkletots Preschool @ Marymount Blk 309 (DS),2025-09-06,36
ST0221,PCF Sparkletots Preschool @ Moulmein-Cairnhill Blk 10 (DS),2025-10-29,36
ST0043,PCF SPARKLETOTS PRESCHOOL @ MOULMEIN-CAIRNHILL Blk 50 (CC),2024-03-16,36
ST0396,PCF Sparkletots Preschool @ Mountbatten Blk 92 (CC),2025-03-15,24
ST0155,PCF SPARKLETOTS PRESCHOOL @ NANYANG BLK 825 (CC),2024-01-02,36
ST0021,PCF SPARKLETOTS PRESCHOOL @ NANYANG BLK 922 (CC),2026-07-01,24
ST0309,PCF Sparkletots Preschool @ Nanyang Blk 934 (DS),2025-03-01,24
ST0148,PCF SPARKLETOTS PRESCHOOL @ NAVAL BASE BLK 413 (CC),2026-04-01,36
ST0193,PCF Sparkletots Preschool @ Naval Base Blk 468C (EY),2023-08-01,36
ST0347,PCF Sparkletots Preschool @ Naval Base Blk 487 (CC),2026-05-01,24
ST0354,PCF Sparkletots Preschool @ Nee Soon Central Blk 646 (DS),2025-02-01,36
ST0371,PCF Sparkletots Preschool @ Nee Soon Central Blk 671 (DS),2023-08-28,36
ST0026,PCF Sparkletots Preschool @ Nee Soon Central Blk 723 (CC),2025-07-01,24
ST0355,PCF Sparkletots Preschool @ Nee Soon Central Blk 737 (DS),2026-04-01,36
ST0350,PCF Sparkletots Preschool @ Nee Soon East Blk 223 (EY),2025-04-03,36
ST0166,PCF Sparkletots Preschool @ Nee Soon East Blk 312 (CC),2024-08-01,36
ST0149,PCF Sparkletots Preschool @ Nee Soon East Blk 333D (CC),2026-01-15,36
ST0020,PCF Sparkletots Preschool @ Nee Soon East Blk 357 (EY),2025-07-22,36
ST0351,PCF Sparkletots Preschool @ Nee Soon East Blk 367 (EY),2025-01-07,36
ST0352,PCF Sparkletots Preschool @ Nee Soon Link Blk 408 (EY),2024-11-28,36
ST0112,PCF Sparkletots Preschool @ Nee Soon Link Blk 446 (CC),2024-01-02,36
ST0380,PCF Sparkletots Preschool @ Nee Soon Link Blk 461 (EY),2024-06-12,36
ST0390,PCF Sparkletots Preschool @ Nee Soon Link Blk 476 (CC),2025-10-15,24
ST0019,PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH BLK 781 (CC),2025-06-24,36
ST0081,PCF Sparkletots Preschool @ Nee Soon South Blk 852 (EY),2024-09-01,36
ST0356,PCF Sparkletots Preschool @ Nee Soon South Blk 875 (DS),2024-08-21,36
ST0133,PCF Sparkletots Preschool @ Nee Soon South Blk 879 (EY),2025-04-25,36
ST0254,PCF Sparkletots Preschool @ Pasir Ris Central Blk 517 (CC),2024-10-18,36
ST0413,PCF Sparkletots Preschool @ Pasir Ris Central Blk 590 (CC),2026-03-15,12
ST0017,PCF Sparkletots Preschool @ Pasir Ris East Blk 412 (CC),2025-03-01,36
ST0253,PCF Sparkletots Preschool @ Pasir Ris East Blk 426 (DS),2023-10-20,36
ST0013,PCF Sparkletots Preschool @ Pasir Ris West Blk 650 (EY),2025-02-01,36
ST0255,PCF Sparkletots Preschool @ Pasir Ris West Blk 738 (EY),2025-01-30,36
ST0269,PCF Sparkletots Preschool @ Paya Lebar Blk 125 (DS),2024-11-15,24
ST0046,PCF SPARKLETOTS PRESCHOOL @ PAYA LEBAR BLK 221 (CC),2025-02-26,36
ST0268,PCF Sparkletots Preschool @ Paya Lebar Blk 23 (CC),2025-02-01,24
ST0307,PCF Sparkletots Preschool @ Pioneer Blk 642 (EY),2023-10-02,36
ST0141,PCF SPARKLETOTS PRESCHOOL @ PIONEER BLK 661B (CC),2026-07-01,36
ST0310,PCF Sparkletots Preschool @ Pioneer Blk 665A (EY),2023-09-17,36
ST0093,PCF SPARKLETOTS PRESCHOOL @ PIONEER BLK 694 (CC),2025-09-01,36
ST0389,PCF Sparkletots Preschool @ Potong Pasir Blk 101 (EY),2025-02-15,24
ST0411,PCF Sparkletots Preschool @ Potong Pasir Blk 119B (EY),2026-02-01,12
ST0231,PCF Sparkletots Preschool @ Potong Pasir Blk 14 (KN),2024-09-30,36
ST0230,PCF Sparkletots Preschool @ Potong Pasir Blk 143 (DS),2025-02-24,36
ST0358,PCF Sparkletots Preschool @ Punggol Coast Blk 105D (DS),2026-04-01,24
ST0114,PCF Sparkletots Preschool @ Punggol Coast Blk 303A (DS),2024-01-11,36
ST0368,PCF Sparkletots Preschool @ Punggol Coast Blk 676B (DS),2025-02-12,36
ST0196,PCF Sparkletots Preschool @ Punggol North Blk 326 (CC),2023-10-06,36
ST0394,PCF Sparkletots Preschool @ Punggol North Blk 402 (EY),2025-11-30,24
ST0397,PCF Sparkletots Preschool @ Punggol North Blk 410A (EY),2026-04-15,24
ST0407,PCF Sparkletots Preschool @ Punggol North Blk 447A (CC),2026-01-15,12
ST0188,PCF Sparkletots Preschool @ Punggol Shore (EY),2023-10-30,36
ST0357,PCF Sparkletots Preschool @ Punggol Shore Blk 171C (EY),2023-12-03,36
ST0359,PCF Sparkletots Preschool @ Punggol Shore Blk 174D (DS),2025-02-15,24
ST0127,PCF Sparkletots Preschool @ Punggol Shore Blk 622C (CC),2024-07-11,36
ST0367,PCF Sparkletots Preschool @ Punggol Shore Blk 663A (DS),2025-04-30,36
ST0189,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL WEST BLK 222 (CC),2026-05-01,36
ST0360,PCF Sparkletots Preschool @ Punggol West Blk 271A (KN),2024-09-30,36
ST0365,PCF Sparkletots Preschool @ Punggol West Blk 308B (DS),2024-04-28,36
ST0092,PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 145 (CC),2025-03-01,36
ST0216,PCF Sparkletots Preschool @ Queenstown Blk 3 (KN),2024-10-24,36
ST0395,PCF Sparkletots Preschool @ Queenstown Blk 30A (CC),2026-03-13,24
ST0176,PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 53A (CC),2025-05-01,36
ST0023,PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 78B (CC),2024-08-01,36
ST0382,PCF Sparkletots Preschool @ Radin Mas (CC),2024-11-30,36
ST0068,PCF SPARKLETOTS PRESCHOOL @ RADIN MAS BLK 18 (DS),2024-03-01,36
ST0287,PCF Sparkletots Preschool @ Seletar-Serangoon Blk 518 (DS),2023-11-04,36
ST0157,PCF Sparkletots Preschool @ Seletar-Serangoon Blk 937 (CC),2024-01-02,36
ST0276,PCF Sparkletots Preschool @ Seletar-Serangoon Blk 970 (DS),2025-03-30,36
ST0182,PCF Sparkletots Preschool @ Sembawang Central Blk 105 (CC),2026-01-14,36
ST0201,PCF Sparkletots Preschool @ Sembawang Central Blk 115B (CC),2023-12-12,36
ST0409,PCF Sparkletots Preschool @ Sembawang Central Blk 378 (CC),2026-02-01,12
ST0194,PCF Sparkletots Preschool @ Sembawang Central Blk 503C (EY),2023-08-01,36
ST0101,PCF Sparkletots Preschool @ Sembawang Central Blk 504A (CC),2025-05-31,36
ST0340,PCF Sparkletots Preschool @ Sembawang West Blk 730 (CC),2024-08-15,24
ST0160,PCF Sparkletots Preschool @ Sembawang West Blk 755 (CC),2026-07-04,36
ST0341,PCF Sparkletots Preschool @ Sembawang West Blk 789 (DS),2024-12-01,24
ST0122,PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL BLK 208 (CC),2024-04-19,36
ST0045,PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL BLK 270 (CC),2025-08-01,36
ST0283,PCF Sparkletots Preschool @ Sengkang Central Blk 277B (EY),2024-11-12,36
ST0278,PCF Sparkletots Preschool @ Sengkang East Blk 103 (EY),2024-12-07,36
ST0085,PCF Sparkletots Preschool @ Sengkang East Blk 123A (CC),2025-01-03,36
ST0279,PCF Sparkletots Preschool @ Sengkang East Blk 143 (KN),2025-01-13,36
ST0008,PCF Sparkletots Preschool @ Sengkang East Blk 194 (CC),2025-01-02,36
ST0281,PCF Sparkletots Preschool @ Sengkang North Blk 206A (EY),2023-11-05,36
ST0280,PCF Sparkletots Preschool @ Sengkang North Blk 231 (DS),2023-10-03,36
ST0140,PCF Sparkletots Preschool @ Sengkang North Blk 262A (CC),2026-01-01,36
ST0079,PCF Sparkletots Preschool @ Sengkang North Blk 290A (CC),2024-08-01,36
ST0284,PCF Sparkletots Preschool @ Sengkang North Blk 292B (KN),2025-03-03,36
ST0089,PCF Sparkletots Preschool @ Sengkang North Blk 298B (CC),2025-02-01,36
ST0198,PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST BLK 303A (EY),2024-01-01,36
ST0363,PCF Sparkletots Preschool @ Sengkang West Blk 330A (DS),2025-03-13,36
ST0206,PCF Sparkletots Preschool @ Sengkang West Blk 351 (EY),2024-03-03,36
ST0285,PCF Sparkletots Preschool @ Serangoon Blk 125 (CC),2026-01-01,24
ST0095,PCF SPARKLETOTS PRESCHOOL @ SERANGOON BLK 141 (CC),2025-03-19,36
ST0286,PCF Sparkletots Preschool @ Serangoon Blk 226 (KN),2024-12-02,36
ST0388,PCF Sparkletots Preschool @ Taman Jurong Blk 150 (CC),2024-12-13,24
ST0153,PCF SPARKLETOTS PRESCHOOL @ TAMAN JURONG BLK 161 (CC),2024-01-01,36
ST0301,PCF Sparkletots Preschool @ Taman Jurong Blk 352 (DS),2025-04-01,36
ST0398,PCF Sparkletots Preschool @ Tampines Boulevard Blk 647 (EY),2026-04-15,24
ST0404,PCF Sparkletots Preschool @ Tampines Boulevard Blk 662C (CC),2026-06-01,24
ST0113,PCF SPARKLETOTS PRESCHOOL @ TAMPINES CENTRAL BLK 713 (CC),2025-07-02,36
ST0265,PCF Sparkletots Preschool @ Tampines Central Blk 725 (DS),2023-09-09,36
ST0266,PCF Sparkletots Preschool @ Tampines Central Blk 856 (KN),2024-09-24,36
ST0142,PCF SPARKLETOTS PRESCHOOL @ TAMPINES CENTRAL BLK 858 (CC),2026-01-02,36
ST0116,PCF SPARKLETOTS PRESCHOOL @ TAMPINES CENTRAL BLK 867A (CC),2024-01-29,36
ST0362,PCF Sparkletots Preschool @ Tampines Central Blk 868A (KN),2024-12-27,36
ST0408,PCF Sparkletots Preschool @ Tampines Central Blk 878 (CC),2024-07-03,36
ST0267,PCF Sparkletots Preschool @ Tampines Changkat Blk 106 (EY),2024-10-24,36
ST0032,PCF Sparkletots Preschool @ Tampines Changkat Blk 112 (CC),2025-01-01,36
ST0036,PCF Sparkletots Preschool @ Tampines Changkat Blk 273 (CC),2024-06-01,36
ST0412,PCF Sparkletots Preschool @ Tampines Changkat Blk 964A (CC),2026-03-15,12
ST0027,PCF Sparkletots Preschool @ Tampines East Blk 205 (CC),2026-05-04,36
ST0260,PCF Sparkletots Preschool @ Tampines East Blk 262 (EY),2024-10-14,36
ST0263,PCF Sparkletots Preschool @ Tampines East Blk 358 (DS),2024-09-01,24
ST0145,PCF SPARKLETOTS PRESCHOOL @ TAMPINES EAST Blk 385 (CC),2026-01-15,36
ST0172,PCF Sparkletots Preschool @ Tampines North Blk 443 (CC),2025-01-03,36
ST0264,PCF Sparkletots Preschool @ Tampines North Blk 483 (KN),2024-11-07,36
ST0192,PCF SPARKLETOTS PRESCHOOL @ TAMPINES NORTH BLK 492 (CC),2026-05-31,36
ST0258,PCF Sparkletots Preschool @ Tampines West Blk 140 (DS),2024-12-24,36
ST0165,PCF Sparkletots Preschool @ Tampines West Blk 151 (EY),2024-12-15,36
ST0185,PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST BLK 887 (CC),2026-03-01,36
ST0154,PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST BLK 890A (CC),2023-08-28,36
ST0011,PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST BLK 942 (EY),2026-07-01,36
ST0163,PCF Sparkletots Preschool @ Tanjong Pagar-Tiong Bahru Blk 125 (CC),2025-03-18,36
ST0219,PCF Sparkletots Preschool @ Tanjong Pagar-Tiong Bahru Blk 130 (CC),2025-03-31,24
ST0210,PCF Sparkletots Preschool @ Tanjong Pagar-Tiong Bahru Blk 1E (DS),2025-02-15,24
ST0387,PCF Sparkletots Preschool @ Teck Ghee Blk 227 (EY),2024-10-12,24
ST0289,PCF Sparkletots Preschool @ Teck Ghee Blk 301 (DS),2025-03-15,36
ST0102,PCF SPARKLETOTS PRESCHOOL @ TECK GHEE BLK 310A (CC),2025-07-16,36
ST0147,PCF SPARKLETOTS PRESCHOOL @ TECK GHEE BLK 415 (CC),2026-03-28,36
ST0031,PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH BLK 44 (CC),2024-10-01,36
ST0211,PCF Sparkletots Preschool @ Telok Blangah Blk 78A (DS),2024-09-15,36
ST0415,PCF Sparkletots Preschool @ Tengah Blk 126B (CC),2026-07-15,12
ST0402,PCF Sparkletots Preschool @ Tengah Blk 236B (CC),2026-05-01,24
ST0414,PCF Sparkletots Preschool @ Tengah Blk 244 (EY),2026-06-18,12
ST0064,PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH CENTRAL BLK 146A (CC),2024-02-01,36
ST0225,PCF Sparkletots Preschool @ Toa Payoh Central Blk 157 (DS),2025-04-01,24
ST0077,PCF Sparkletots Preschool @ Toa Payoh East Blk 232 (CC),2024-08-01,36
ST0161,PCF Sparkletots Preschool @ Toa Payoh East Blk 247 (CC),2024-03-01,36
ST0379,PCF Sparkletots Preschool @ Toa Payoh East Blk 261A (EY),2024-05-15,36
ST0223,PCF Sparkletots Preschool @ Toa Payoh East Blk 45 (DS),2023-11-28,36
ST0202,PCF Sparkletots Preschool @ Toa Payoh East Blk 6 (EY),2024-01-01,36
ST0372,PCF Sparkletots Preschool @ Toa Payoh West-Thomson Blk 131 (DS),2023-08-20,36
ST0226,PCF Sparkletots Preschool @ Toa Payoh West-Thomson Blk 205 (DS),2025-02-17,36
ST0106,PCF SPARKLETOTS PRESCHOOL @ ULU PANDAN BLK 15 (CC),2025-10-01,36
ST0191,PCF SPARKLETOTS PRESCHOOL @ ULU PANDAN BLK 24 (DS),2026-05-15,36
ST0073,PCF SPARKLETOTS PRESCHOOL @ WEST COAST BLK 611 (CC),2024-04-01,36
ST0213,PCF Sparkletots Preschool @ West Coast Blk 728 (KN),2025-02-14,36
ST0071,PCF SPARKLETOTS PRESCHOOL @ WHAMPOA BLK 105 (CC),2025-03-21,36
ST0229,PCF Sparkletots Preschool @ Whampoa Blk 106 (DS),2023-12-13,36
ST0403,PCF Sparkletots Preschool @ Whampoa Blk 2 (CC),2026-06-01,24
ST0227,PCF Sparkletots Preschool @ Whampoa Blk 85 (DS),2024-09-17,36
ST0074,PCF Sparkletots Preschool @ Woodgrove Blk 302 (DS),2025-08-12,36
ST0047,PCF Sparkletots Preschool @ Woodgrove Blk 339 (CC),2025-09-27,36
ST0336,PCF Sparkletots Preschool @ Woodgrove Blk 364 (KN),2024-11-07,36
ST0337,PCF Sparkletots Preschool @ Woodgrove Blk 501 (DS),2025-01-01,24
ST0125,PCF Sparkletots Preschool @ Woodgrove Blk 571B (CC),2025-12-24,36
ST0005,PCF SPARKLETOTS PRESCHOOL @ WOODGROVE BLK 894D (CC),2024-01-06,36
ST0343,PCF Sparkletots Preschool @ Woodgrove Blk 899B (KN),2024-09-02,36
ST0137,PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 604 (CC),2025-10-01,36
ST0117,PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 649 (CC),2025-12-11,36
ST0040,PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 677 (CC),2024-12-25,36
ST0100,PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 801 (CC),2025-05-28,36
ST0096,PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 824 (CC),2024-03-22,36
ST0132,PCF SPARKLETOTS PRESCHOOL @ WOODLANDS BLK 853 (CC),2026-04-01,36
ST0342,PCF Sparkletots Preschool @ Woodlands Blk 875 (KN),2023-11-11,36
ST0331,PCF Sparkletots Preschool @ Yew Tee Blk 608 (DS),2024-09-27,36
ST0332,PCF Sparkletots Preschool @ Yew Tee Blk 682 (KN),2023-11-07,36
ST0333,PCF Sparkletots Preschool @ Yew Tee Blk 690D (DS),2025-02-01,24
ST0167,PCF Sparkletots Preschool @ Yio Chu Kang Blk 611 (CC),2024-08-22,36
ST0294,PCF Sparkletots Preschool @ Yio Chu Kang Blk 644 (EY),2025-01-20,36
ST0061,PCF SPARKLETOTS PRESCHOOL @ YUHUA BLK 108 (CC),2024-01-01,36
ST0094,PCF Sparkletots Preschool @ Yuhua Blk 208 (CC),2025-03-14,36
ST0298,PCF Sparkletots Preschool @ Yuhua Blk 251 (KN),2025-03-31,36
ST0051,PCF SPARKLETOTS PRESCHOOL @ YUHUA BLK 264 (CC),2025-09-01,36
ST0060,PCF SPARKLETOTS PRESCHOOL @ YUHUA BLK 271 (CC),2024-01-03,36
ST0300,PCF Sparkletots Preschool @ Yuhua Blk 285C (KN),2025-03-27,36
ST0327,PCF Sparkletots Preschool @ Zhenghua Blk 455A (KN),2025-01-20,36
ST0324,PCF Sparkletots Preschool @ Zhenghua Blk 528 (CC),2025-07-15,24
ST0152,PCF Sparkletots Preschool @ Zhenghua Blk 550B (EY),2025-01-27,36
ST0326,PCF Sparkletots Preschool @ Zhenghua Blk 620 (CC),2025-01-16,24
ST0124,PCF SPARKLETOTS PRESCHOOL @ ZHENGHUA BLK 632A (CC),2024-06-03,36
ST0392,PCF Sparkletots Preschool @ Zhenghua Blk 645 (EY),2025-11-15,24
ST0099,PCF Sparkletots Preschool@ Pioneer Blk 991 (CC),2024-10-01,36
PT4840,Pebble Place Development Centre,2024-07-17,36
PT9473,PEGASUS INTERNATIONAL PRESCHOOL PTE LTD,2026-01-23,24
PT8687,PERIDOT SCHOOLHOUSE PTE LTD,2025-08-01,12
PT9919,Peterhouse Preschool,2026-01-01,24
PT8587,PICKET FENCE @ TAMPINES PTE. LTD.,2024-05-01,36
PT9737,Pink Tower Montessori Pte Ltd,2024-03-17,36
PT8471,PLANET MONTESSORI PTE. LTD.,2025-01-01,36
RC1764,PLAYSCAPES@4PM,2024-02-06,36
PT9840,Posso Preschool @ Fernvale,2025-07-18,24
PT9133,POSSO PRESCHOOL @ JURONG EAST,2023-10-29,36
PT9822,Posso Preschool @ Sengkang,2025-02-15,24
PT9494,POSSO PRESCHOOL @ TAMPINES POINT PTE. LTD.,2023-11-01,36
PT8684,POSSO PRESCHOOL @ WEST COAST RISE PTE LTD,2024-08-01,36
PT8531,PRE-SCHOOL BY-THE-PARK (DUNEARN) PTE LTD,2025-06-18,36
PT9312,Pre-School By-The-Park (Evans),2024-12-01,36
PT8476,PRE-SCHOOL BY-THE-PARK PTE. LTD.,2024-07-25,36
RC0910,PRINCE SIDDHATTHA CHILD CARE CENTRE,2024-08-03,36
PT9330,QUALITY CENTRES (PTE. LTD.),2025-01-03,36
PT9583,QUAYSIDE ISLE PREPARATORY SCHOOL,2023-09-02,36
PT9868,Raffles House @ Adam Pte Ltd,2026-07-13,24
PT8723,RAFFLES HOUSE @ PAYA LEBAR PRIVATE LIMITED,2024-01-03,36
PT8379,RAFFLES HOUSE PRESCHOOL (ROBIN CLOSE),2023-08-20,36
PT6950,RAFFLES HOUSE PRESCHOOL PTE LTD,2024-09-19,36
PT9435,RAFFLES KIDZ @ ANG MO KIO,2026-02-19,36
PT8731,RAFFLES KIDZ @ BUKIT PANJANG PTE. LTD.,2024-03-01,36
PT9486,Raffles Kidz @ Jurong West,2024-09-20,24
PT9350,Raffles Kidz @ Punggol,2026-04-01,36
PT9876,RAFFLES KIDZ @ SURBANA JURONG,2024-10-15,24
PT9004,Raffles Kidz @ Yio Chu Kang,2025-01-01,36
PT9877,RAFFLES KIDZ @ YISHUN,2024-10-15,24
PT9711,Raffles Montessori Kindergarten (Aljunied),2025-02-25,36
PT9781,Rain Tree Montessori Schoolhouse,2026-02-03,36
PT9901,RAIN TREE MONTESSORI SCHOOLHOUSE,2026-05-30,24
PT7180,RAINBOW CHILDCARE PTE LTD,2024-02-01,36
PT9223,RAINBOW COVE @ BUTTERFLY PTE. LTD.,2024-01-04,36
PT8398,RAINBOW COVE @ KALLANG CC PTE LTD,2024-05-22,36
PT9462,Rainbow Cove @ Sembawang,2026-06-11,12
PT8837,RAINFOREST SCHOOLHOUSE PTE LTD,2024-05-07,36
RC1831,RAMAKRISHNA MISSION SARADA KINDERGARTEN,2024-10-15,36
PT9767,Red Schoolhouse Kindercare,2025-12-17,12
PT7600,RED SCHOOLHOUSE PTE LTD,2025-07-30,12
PT9715,RH Positive Montessori Kindergarten (Bukit Timah),2025-08-01,24
PT9797,RH Positive Montessori Kindergarten (Grandeur Park),2026-06-07,36
PT9571,RH Positive Montessori Kindergarten (Linden Drive),2023-08-21,36
RC1848,RIVERLIFE KINDERGARTEN,2023-12-18,36
PT0215,ROSYTH CHILD CARE CENTRE,2025-10-20,36
PT9476,SAIL PLAYHOUSE PTE LTD,2023-08-02,36
PT7480,SEEDLINGS MONTESSORI ALEXANDRA PTE LTD,2024-05-04,36
PT9631,Seeds D' Learning House,2024-09-27,36
PT9774,Sengkang Methodist Preschool,2023-12-27,36
PT9851,Serangoon Garden Methodist Preschool,2025-01-02,36
RC1789,SEVENTH-DAY ADVENTIST CONFERENCE (SINGAPORE) - ADVENTIST SCHOOLHOUSE,2025-01-01,36
RC1739,SGM LITTLE KIDZ @ RIVERVALE,2025-08-19,36
RC0990,SGM MURNI,2026-02-01,24
RC1833,Shalom Kindergarten,2023-10-21,36
PT2810,SHAWS CDLC @ BRADDELL HEIGHTS PTE LTD,2025-06-19,36
PT8793,SHAWS CDLC @ KATONG PRIVATE LIMITED,2024-10-01,36
PT8384,SHAWS CDLC @ MOUNTBATTEN PTE LTD,2025-03-01,36
PT8896,SHAWS CDLC @ MOUNTBATTEN PTE. LTD.,2025-12-01,36
PT9401,SHAWS CDLC @LORONG CHUAN PTE. LTD,2025-11-03,36
PT6690,SHEFFIELD KIDSWORLD (CCK) PTE. LTD.,2024-03-01,36
PT9057,SHEFFIELD KIDSWORLD (ST ANNE) PTE. LTD.,2026-01-15,24
PT8863,Shooting Star Preschool @Punggol Pte. Ltd.,2024-03-01,36
PT8762,Shooting Star Preschool Pte Ltd,2025-07-01,36
PT9672,Singapore Hokkien Huay Kuan Preschool,2024-11-18,36
SK0001,Skool4Kidz Preschool,2025-08-13,36
SK0002,Skool4kidz Preschool,2025-08-13,36
SK0003,Skool4Kidz Preschool,2025-08-15,36
SK0004,Skool4Kidz Preschool,2026-05-13,36
SK0005,Skool4Kidz Preschool,2024-03-26,36
SK0006,Skool4Kidz Preschool,2023-10-07,36
SK0007,Skool4Kidz Preschool,2023-10-15,36
SK0008,Skool4Kidz Preschool,2025-05-25,36
SK0009,Skool4kidz Preschool,2024-06-01,36
SK0010,Skool4Kidz Preschool,2024-07-14,36
SK0011,Skool4Kidz Preschool,2025-01-01,36
SK0012,Skool4Kidz Preschool,2025-02-25,36
SK0013,SKool4Kidz Preschool,2025-02-28,36
SK0014,Skool4Kidz Preschool,2026-01-26,36
SK0015,Skool4Kidz Preschool,2023-09-01,36
SK0016,Skool4Kidz Preschool,2024-03-29,36
